repository,file_name,file_path,file_extension,line_count,character_count,source_code
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial001.py,tests/test_tutorial/test_handling_errors/test_tutorial001.py,.py,97,3831,"from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from docs_src.handling_errors.tutorial001_py310 import app

client = TestClient(app)


def test_get_item():
