repository,file_name,file_path,file_extension,line_count,character_count,source_code,commit_count,total_files_changed,total_insertions,total_deletions,total_lines_changed,unique_authors
    #: All tests pass, but maximum number of warnings exceeded.
    MAX_WARNINGS_ERROR = 6

    __module__ = ""pytest""


class ConftestImportFailure(Exception):
    def __init__(
        self,
        path: pathlib.Path,
        *,
        cause: Exception,
    ) -> None:
        self.path = path
        self.cause = cause

    def __str__(self) -> str:
        return f""{type(self.cause).__name__}: {self.cause} (from {self.path})""


class PluginImportFailure(Exception):
    """"""A plugin was found, but raised while being imported.

    This is deliberately distinct from a plugin which could not be found at
    all: not finding it means pytest was pointed at something that isn't there,
    which is a :class:`UsageError`, while a plugin blowing up on import is a
    defect in the plugin and reported as an internal error.
    """"""


def filter_traceback_for_import_failure(
    entry: _pytest._code.TracebackEntry,
) -> bool:
    """"""Filter tracebacks entries which point to pytest internals or importlib.

    Make a special case for importlib because we use it to import test modules and conftest files
    in _pytest.pathlib.import_path.
    """"""
    return filter_traceback(entry) and ""importlib"" not in str(entry.path).split(os.sep)


def _print_import_error(header: str, cause: BaseException, file: TextIO) -> None:
    exc_info = ExceptionInfo.from_exception(cause)
    tw = TerminalWriter(file)
    tw.line(header, red=True)
    exc_info.traceback = exc_info.traceback.filter(filter_traceback_for_import_failure)
    exc_repr = (
        exc_info.getrepr(style=""short"", chain=False)
        if exc_info.traceback
        else exc_info.exconly()
    )
    formatted_tb = str(exc_repr)
    for line in formatted_tb.splitlines():
        tw.line(line.rstrip(), red=True)


def print_conftest_import_error(e: ConftestImportFailure, file: TextIO) -> None:
    _print_import_error(
        f""ImportError while loading conftest '{e.path}'."", e.cause, file
    )


def print_plugin_import_error(e: PluginImportFailure, file: TextIO) -> None:
    assert e.__cause__ is not None, f""{e!r} must be raised `from` the original error""
    _print_import_error(f'Error while loading plugin ""{e}"".', e.__cause__, file)


def print_usage_error(e: UsageError, file: TextIO) -> None:
    tw = TerminalWriter(file)
    for msg in e.args:
        tw.line(f""ERROR: {msg}\n"", red=True)


def _get_prog_name(argv: Sequence[str]) -> str:
    """"""Determine the CLI program name from the argument vector.

    :param argv: The argument vector (typically ``sys.argv``).
    :returns: ``""python -m pytest""`` when invoked via ``python -m``,
              ``""pytest""`` otherwise.
    """"""
    argv0 = argv[0] if argv else """"
    if os.path.basename(argv0) == ""__main__.py"":
        return ""python -m pytest""
    return ""pytest""


def main(
    args: list[str] | os.PathLike[str] | None = None,
    plugins: Sequence[str | _PluggyPlugin] | None = None,
) -> int | ExitCode:
    """"""Perform an in-process test run.

    :param args:
        List of command line arguments. If `None` or not given, defaults to reading
        arguments directly from the process command line (:data:`sys.argv`).
    :param plugins: List of plugin objects to be auto-registered during initialization.

    .. warning::
        pytest's warning filters do not apply whilst importing module
        names passed via ``plugins``.

    :returns: An exit code.
    """"""
    return _main(args=args, plugins=plugins, prog=""pytest.main()"")


def _main(
    *,
    args: list[str] | os.PathLike[str] | None = None,
    plugins: Sequence[str | _PluggyPlugin] | None = None,
    prog: str,
) -> int | ExitCode:
    # Handle a single `--version`/`-V` argument early to avoid starting up the entire pytest infrastructure.
    new_args = sys.argv[1:] if args is None else args
    if (
        isinstance(new_args, Sequence)
        and (new_args.count(""--version"") + new_args.count(""-V"")) == 1
    ):
        sys.stdout.write(f""pytest {__version__}\n"")
        return ExitCode.OK

    old_pytest_version = os.environ.get(""PYTEST_VERSION"")
    try:
        os.environ[""PYTEST_VERSION""] = __version__
        try:
            config = _prepareconfig(new_args, plugins, prog=prog)
        except ConftestImportFailure as e:
            print_conftest_import_error(e, file=sys.stderr)
            return ExitCode.USAGE_ERROR
        except PluginImportFailure as e:
            print_plugin_import_error(e, file=sys.stderr)
            return ExitCode.INTERNAL_ERROR

        try:
            ret: ExitCode | int = config.hook.pytest_cmdline_main(config=config)
            try:
                return ExitCode(ret)
            except ValueError:
                return ret
        finally:
            config._ensure_unconfigure()
    except UsageError as e:
        print_usage_error(e, file=sys.stderr)
        return ExitCode.USAGE_ERROR
    finally:
        if old_pytest_version is None:
            os.environ.pop(""PYTEST_VERSION"", None)
        else:
            os.environ[""PYTEST_VERSION""] = old_pytest_version


def _console_main() -> int:
    """"""The CLI entry point of pytest (internal).

    This is the real implementation used by entry points and ``__main__.py``.
    """"""
    # https://docs.python.org/3/library/signal.html#note-on-sigpipe
    try:
        code = _main(prog=_get_prog_name(sys.argv))
        sys.stdout.flush()
        return code
    except BrokenPipeError:
        # Python flushes standard streams on exit; redirect remaining output
        # to devnull to avoid another BrokenPipeError at shutdown
        devnull = os.open(os.devnull, os.O_WRONLY)
        os.dup2(devnull, sys.stdout.fileno())
        return 1  # Python exits with error code 1 on EPIPE


def console_main() -> int:
    """"""The CLI entry point of pytest.

    .. deprecated:: 9.1
        This function is slated for removal in pytest 10.
        It is not meant for programmable use; use :func:`pytest.main` instead.
    """"""
    import warnings

    from _pytest.deprecated import CONSOLE_MAIN

    warnings.warn(CONSOLE_MAIN, stacklevel=2)
    return _console_main()


class cmdline:  # compatibility namespace
    main = staticmethod(main)


def filename_arg(path: str, optname: str) -> str:
    """"""Argparse type validator for filename arguments.

    :path: Path of filename.
    :optname: Name of the option.
    """"""
    if os.path.isdir(path):
        raise UsageError(f""{optname} must be a filename, given: {path}"")
    return path


def directory_arg(path: str, optname: str) -> str:
    """"""Argparse type validator for directory arguments.

    :path: Path of directory.
    :optname: Name of the option.
    """"""
    if not os.path.isdir(path):
        raise UsageError(f""{optname} must be a directory, given: {path}"")
    return path


# Plugins that cannot be disabled via ""-p no:X"" currently.
essential_plugins = (
    ""mark"",
    ""main"",
    ""runner"",
    ""fixtures"",
    ""helpconfig"",  # Provides -p.
)

default_plugins = (
    *essential_plugins,
    ""python"",
    ""terminal"",
    ""debugging"",
    ""unittest"",
    ""capture"",
    ""skipping"",
    ""legacypath"",
    ""tmpdir"",
    ""monkeypatch"",
    ""recwarn"",
    ""pastebin"",
    ""assertion"",
    ""junitxml"",
    ""doctest"",
    ""cacheprovider"",
    ""setuponly"",
    ""setupplan"",
    ""stepwise"",
    ""unraisableexception"",
    ""threadexception"",
    ""warnings"",
    ""logging"",
    ""reports"",
    ""faulthandler"",
    ""subtests"",
)

builtin_plugins = {
    *default_plugins,
    ""pytester"",
    ""pytester_assertions"",
    ""terminalprogress"",
}


def get_config(
    args: Iterable[str] | None = None,
    plugins: Sequence[str | _PluggyPlugin] | None = None,
    *,
    prog: str | None = None,
) -> Config:
    # Subsequent calls to main will create a fresh instance.
    pluginmanager = PytestPluginManager()
    invocation_params = Config.InvocationParams(
        args=args or (),
        plugins=plugins,
        dir=pathlib.Path.cwd(),
    )
    config = Config(pluginmanager, invocation_params=invocation_params, prog=prog)

    if invocation_params.args:
        # Handle any ""-p no:plugin"" args.
        pluginmanager.consider_preparse(invocation_params.args, exclude_only=True)

    for spec in default_plugins:
        pluginmanager.import_plugin(spec)

    return config


def get_plugin_manager() -> PytestPluginManager:
    """"""Obtain a new instance of the
    :py:class:`pytest.PytestPluginManager`, with default plugins
    already loaded.

    This function can be used by integration with other tools, like hooking
    into pytest to run tests into an IDE.
    """"""
    return get_config().pluginmanager


def _prepareconfig(
    args: list[str] | os.PathLike[str],
    plugins: Sequence[str | _PluggyPlugin] | None = None,
    *,
    prog: str | None = None,
) -> Config:
    if isinstance(args, os.PathLike):
